ID,name,club,age,height_cm,weight_kg,nationality,eur_value,eur_wage,eur_release_clause,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves
191843,A. Al Khaibari,Al Hilal,31,176,62,Saudi Arabia,16e5,24e3,27e5,71,71,71,46,57,59,72,77,1,2
218981,H. Palacios,Club Brugge KV,24,177,75,Colombia,27e5,13e3,46e5,71,77,89,38,63,62,64,77,1,2
229221,William,VfL Wolfsburg,22,171,67,Brazil,3e6,28e3,56e5,71,79,76,36,65,72,68,68,1,2
183141,Oier,Levante UD,27,189,91,Spain,18e5,12e3,42e5,71,72,73,66,73,68,44,75,1,1
191589,A. Haghighi,AFC Eskilstuna,29,193,80,Iran,16e5,3e3,2e6,71,71,68,69,63,74,35,68,1,1
199526,B. Megyeri,SpVgg Greuther Fürth,27,188,89,Hungary,19e5,7e3,32e5,71,73,68,65,70,77,38,74,1,1
226662,B. Nieuwkoop,Feyenoord,21,180,72,Netherlands,3e6,8e3,48e5,71,79,78,41,66,66,68,74,1,2
178022,C. Gönen,Málaga CF,29,190,84,Turkey,18e5,13e3,4e6,71,72,78,63,69,80,46,64,1,1
218471,Kim Min Woo,Suwon Samsung Bluewings,27,172,69,Korea Republic,25e5,7e3,32e5,71,71,72,62,68,70,62,70,1,3
224103,E. Aguirre,Pachuca,20,170,63,Mexico,36e5,14e3,67e5,71,82,87,54,68,70,65,69,1,2
228967,Edu Machado,Boavista FC,27,175,67,Portugal,2e6,6e3,4099999.9999999995,71,71,73,44,50,70,70,68,1,2
235623,Álvaro,Getafe CF,22,176,71,Spain,33e5,14e3,8e6,71,78,79,65,63,74,44,63,1,3
173415,M. Knaller,FC Ingolstadt 04,30,192,85,Austria,15e5,12e3,24e5,71,71,70,72,59,73,43,69,1,1
191079,H. Dean,Birmingham City,25,191,75,England,26e5,18e3,51e5,71,75,55,33,46,51,69,80,1,2
195687,Baena,Granada CF,28,181,72,Spain,22e5,8e3,36e5,71,72,46,54,65,61,71,70,1,2
208232,E. Cocalić,KV Mechelen,29,190,86,Bosnia Herzegovina,18e5,11e3,28e5,71,71,44,35,51,51,71,75,1,2
215144,E. Insúa,Panathinaikos FC,26,182,82,Argentina,24e5,1e3,55e5,71,74,73,58,62,68,69,74,1,2
159080,C. Bryson,Cardiff City,30,170,60,Scotland,22e5,36e3,NA,71,71,70,67,66,70,64,69,1,3
160104,C. Vendoval,Universidad Católica,29,173,65,Chile,23e5,6e3,32e5,71,71,78,64,68,74,32,50,1,3
136553,Lee Dong Gook,Jeonbuk Hyundai Motors,38,187,83,Korea Republic,85e4,7e3,11e5,71,71,66,72,69,66,24,59,3,3
210281,C. Pellerano,Tiburones Rojos de Veracruz,35,182,74,Argentina,1e6,26e3,NA,71,71,55,68,66,66,70,81,1,2
183145,S. Logan,Aberdeen,29,175,70,England,18e5,7e3,31e5,71,71,81,49,63,70,67,69,1,2
220522,D. Hernández,Águilas Doradas,24,176,65,Colombia,31e5,2e3,NA,71,75,75,60,70,71,32,59,1,4
231530,José Arnáiz,FC Barcelona B,22,175,70,Spain,36e5,6e3,64e5,71,80,83,70,65,74,31,53,1,3
162411,E. Villa,Querétaro,35,178,83,Argentina,11e5,7e3,18e5,71,71,43,71,62,64,41,68,2,2
204908,D. Ndongala,Standard de Liège,26,170,59,DR Congo,28e5,12e3,44e5,71,72,85,55,64,78,26,50,1,4
216428,T. Okriashvili,FC Krasnodar,25,181,71,Georgia,31e5,26e3,48e5,71,75,76,62,66,76,31,52,1,4
222060,Nathan,Amiens SC Football,21,177,71,Brazil,35e5,54e3,NA,71,79,78,68,66,80,23,54,1,4
199277,M. Jonckheere,KV Oostende,27,180,64,Belgium,27e5,12e3,42e5,71,72,61,61,69,69,57,66,1,3
169069,J. Martins Pereira,En Avant de Guingamp,31,182,78,France,16e5,15e3,31e5,71,71,66,49,65,68,70,70,1,4
172141,J. van den Berg,Reading,31,182,77,Netherlands,16e5,22e3,3e6,71,71,49,63,62,63,70,80,1,2
194925,L. Moult,Motherwell,25,184,85,England,32e5,7e3,58e5,71,76,77,68,50,64,36,74,1,2
217710,M. Barragán,Necaxa,25,179,76,Mexico,3e6,16e3,NA,71,74,75,68,62,69,37,70,1,2
192110,C. Fierro,Guadalajara,22,175,70,Mexico,32e5,33e3,62e5,71,77,90,65,61,74,33,62,1,3
198511,Mika,Sunderland,26,195,90,Portugal,21e5,6e3,4099999.9999999995,71,74,73,67,68,73,34,70,1,1
185199,S. Ribas,Club Atlético Patronato,29,189,80,Uruguay,24e5,9e3,34e5,71,71,71,72,49,70,27,73,1,3
194927,A. Sapeta,Dinamo Moscow,28,183,79,Russia,22e5,22e3,36e5,71,72,64,61,67,67,67,70,1,2
198000,J. Morrow,Toronto FC,29,175,75,United States,18e5,6e3,27e5,71,71,74,63,63,67,69,75,1,3
222832,João Teixeira,Vitória Setúbal,23,179,72,Portugal,32e5,8e3,NA,71,77,77,60,67,74,57,68,1,3
29552,S. Nakamura,Júbilo Iwata,39,178,71,Japan,65e4,4e3,813e3,71,71,31,72,77,73,30,51,3,3
199537,J. Cuffaut,AS Nancy Lorraine,29,180,75,France,18e5,6e3,32e5,71,71,73,34,64,62,67,76,1,2
203377,A. Tighadouini,FC Twente,24,180,72,Morocco,32e5,14e3,NA,71,76,72,75,67,76,32,61,1,4
142705,M. González,Club Atlético Huracán,36,175,80,Argentina,8e5,8e3,12e5,71,71,60,73,72,74,55,68,2,3
221553,V. Kjartansson,NA,27,184,80,Iceland,0,0,NA,71,72,71,71,47,64,27,68,1,2
199282,A. Abrashi,SC Freiburg,27,172,71,Albania,2e6,16e3,36e5,71,71,69,59,59,65,70,79,1,2
217714,P. Arriola,D.C. United,22,167,65,United States,32e5,6e3,54e5,71,77,86,65,64,74,43,56,1,2
169586,F. Campbell,Hull City,29,172,82,England,24e5,1e4,45e5,71,71,77,70,57,71,34,67,2,3
177522,Suso Santana,CD Tenerife,32,172,62,Spain,18e5,7e3,29e5,71,71,85,61,63,75,52,76,1,3
192370,M. Formica,U.N.A.M.,29,178,70,Argentina,23e5,16e3,39e5,71,71,76,69,66,74,30,59,1,3
205427,Djaniny,Santos Laguna,26,188,85,Cape Verde,28e5,16e3,49e5,71,72,81,68,63,74,33,73,1,3
215155,F. Zuqui,Estudiantes de La Plata,25,170,65,Argentina,3e6,12e3,47e5,71,74,68,63,70,74,59,68,1,4
216435,S. Lobotka,RC Celta de Vigo,22,170,64,Slovakia,36e5,14e3,8300000.000000001,71,80,67,56,68,74,55,61,1,3
200820,J. Obita,Reading,23,180,74,England,28e5,19e3,59e5,71,78,79,63,70,70,67,66,1,3
214388,D. Asprilla,Al Fayha,28,177,77,Colombia,24e5,16e3,4e6,71,71,77,68,65,73,33,70,1,3
234612,J. Ikoné,Montpellier Hérault SC,19,175,67,France,4099999.9999999995,25e3,NA,71,83,87,65,59,76,30,58,1,3
215157,F. Lértora,Belgrano de Córdoba,26,176,73,Argentina,24e5,9e3,36e5,71,73,65,51,66,65,73,71,1,2
167797,Nsue,Birmingham City,27,178,75,Equatorial Guinea,2e6,19e3,37e5,71,71,85,62,65,73,62,78,1,3
189557,A. Rispoli,Palermo,28,188,83,Italy,24e5,4e3,38e5,71,71,80,56,64,70,65,77,1,2
193141,I. Pillud,Racing Club de Avellaneda,31,179,79,Argentina,16e5,13e3,23e5,71,71,84,50,62,63,68,78,1,2
213110,P. Sané,AJ Auxerre,25,187,85,Senegal,32e5,17e3,NA,71,76,77,70,47,69,26,73,1,3
164470,Pita,CD Lugo,32,187,81,Spain,14e5,6e3,22e5,71,71,36,64,75,61,65,67,1,3
169078,L. Freeman,Queens Park Rangers,25,172,73,England,3e6,2e4,59e5,71,74,78,63,70,73,45,61,1,3
175990,J. Rosenthal,SV Darmstadt 98,31,186,77,Germany,21e5,19e3,34e5,71,71,65,68,69,71,37,63,2,3
211063,G. Koutroumpis,Panathinaikos FC,26,190,82,Greece,24e5,1e3,54e5,71,73,52,40,50,50,71,75,1,2
230263,Adeilson Gesser,Botafogo de Futebol e Regatas,25,175,70,Brazil,26e5,13e3,49e5,71,71,81,58,67,73,47,51,1,3
186999,C. Peña,Rangers,27,178,76,Mexico,27e5,35e3,5e6,71,72,72,67,67,69,66,78,1,3
197496,Y. Al Mosailem,Al Ahli,33,184,84,Saudi Arabia,12e5,19e3,2e6,71,71,69,71,66,70,40,72,1,1
198776,J. Williams,Sunderland,23,168,60,Wales,32e5,3e4,NA,71,76,71,62,65,78,42,61,1,3
199288,A. Losilla,VfL Bochum,31,185,80,France,16e5,13e3,26e5,71,71,64,53,63,69,68,75,1,2
135032,N. Zimling,SønderjyskE,32,178,73,Denmark,14e5,1e4,17e5,71,71,43,63,67,69,66,69,1,2
212088,M. Abdul Shafy,Al Ahli,32,170,71,Egypt,13e5,24e3,22e5,71,71,75,57,62,69,69,71,1,3
226168,M. Eggestein,SV Werder Bremen,20,181,75,Germany,38e5,15e3,72e5,71,81,59,54,68,73,59,64,1,2
175736,K. Sankaré,Cádiz C.F.,32,190,78,Senegal,14e5,6e3,22e5,71,71,54,33,43,45,70,80,1,2
225145,R. Mphahlele,Kaizer Chiefs,27,185,80,South Africa,22e5,1e3,5e6,71,72,73,29,60,66,72,65,1,2
231545,Miguel Silva,Vitória Guimarães,22,188,78,Portugal,23e5,5e3,5e6,71,76,75,65,59,77,49,67,1,1
169593,K. Lee,Sheffield Wednesday,29,178,76,England,23e5,38e3,43e5,71,71,70,57,69,69,66,66,1,3
189561,B. Koita,Kasimpaşa SK,26,186,86,France,28e5,12e3,59e5,71,72,78,67,58,71,22,67,1,3
196217,Marcos Pizzelli,Al Shabab,32,178,68,Armenia,18e5,23e3,3e6,71,71,66,68,72,70,32,62,1,3
208250,A. Bakasetas,AEK Athens,24,181,77,Greece,31e5,1e3,7e6,71,75,69,72,70,67,42,70,1,3
218746,Pozo,UD Almería,21,170,65,Spain,34e5,6e3,6e6,71,78,73,66,67,75,50,52,1,4
219514,Derley,CD Aves,29,183,76,Brazil,24e5,11e3,5e6,71,71,63,70,63,70,33,77,1,3
230266,Heltinho Melo,Clube Atlético Mineiro,33,174,68,Brazil,14e5,23e3,27e5,71,71,81,54,71,74,55,55,1,4
230522,Nascimentardo,Clube Atlético Paranaense,29,170,66,Brazil,23e5,12e3,44e5,71,71,83,57,72,74,43,42,1,4
173434,P. Barrera,U.N.A.M.,30,178,72,Mexico,22e5,16e3,38e5,71,71,79,65,68,71,43,69,1,3
192634,Marc Mateu,CD Numancia,27,180,71,Spain,25e5,8e3,4e6,71,71,61,65,73,72,47,63,1,2
200059,C. Coosemans,KV Mechelen,24,186,83,Belgium,22e5,7e3,35e5,71,75,72,68,72,73,45,69,1,1
165243,C. Cambon,US Orléans Loiret Football,30,184,76,France,18e5,5e3,31e5,71,71,61,47,60,58,69,75,1,2
189819,Rogerinho,Al Faisaly,30,176,70,Brazil,22e5,18e3,37e5,71,71,80,65,66,76,35,54,1,4
211068,K. Kodro,1. FSV Mainz 05,23,187,79,Bosnia Herzegovina,34e5,18e3,64e5,71,78,62,69,61,67,34,72,1,3
221820,Zhang Xizhe,NA,26,177,72,China PR,0,0,NA,71,73,69,65,71,73,47,52,1,3
175996,D. Halfar,1. FC Kaiserslautern,29,173,67,Germany,23e5,1e4,37e5,71,71,77,56,70,76,32,59,1,3
168317,H. Goitom,AIK Solna,32,189,85,Eritrea,19e5,8e3,24e5,71,71,54,68,61,66,43,72,1,3
188541,P. Schiattarella,Ferrara (SPAL),30,178,68,Italy,22e5,11e3,39e5,71,71,82,62,69,72,56,73,1,2
189053,F. Caputo,Empoli,29,181,74,Italy,24e5,4e3,37e5,71,71,85,69,47,68,19,70,1,3
143742,S. Kurtuluş,Bursaspor,29,186,79,Turkey,18e5,13e3,36e5,71,71,68,44,65,63,72,75,1,2
229758,R. Krunić,Empoli,23,184,74,Bosnia Herzegovina,33e5,3e3,57e5,71,78,71,59,69,75,47,66,1,4
192126,N. Bahoui,Grasshopper Club Zürich,26,188,84,Sweden,25e5,14e3,37e5,71,71,76,72,66,72,29,72,1,3
196991,C. Diandy,Sporting Charleroi,26,186,77,Senegal,24e5,1e4,38e5,71,73,68,50,65,67,68,76,1,2
212607,M. Chanot,New York City Football Club,27,186,84,Luxembourg,2e6,6e3,3e6,71,71,40,49,46,43,71,78,1,2
214911,A. Parot,Rosario Central,27,181,81,Chile,2e6,11e3,29e5,71,71,72,47,59,65,73,78,1,2
216447,Álvaro García,Cádiz C.F.,24,168,59,Spain,32e5,6e3,58e5,71,77,90,63,63,76,24,49,1,3
225151,A. Traoré,AS Monaco,22,180,72,Mali,34e5,19e3,72e5,71,79,69,54,67,73,62,63,1,2
161663,S. Viera,CPD Junior Barranquilla,34,184,86,Uruguay,95e4,3e3,13e5,71,71,72,67,67,74,39,66,1,1
233600,A. Warda,NA,23,176,70,Egypt,0,0,NA,71,76,79,61,71,73,27,45,1,3
192128,M. Albornoz,Hannover 96,26,180,80,Chile,23e5,24e3,44e5,71,73,71,53,72,73,65,72,1,3
224385,H. Yamada,Júbilo Iwata,28,173,66,Japan,24e5,6e3,3e6,71,71,72,64,69,74,51,65,1,3
163713,C. Mandanne,La Berrichonne de Châteauroux,32,171,62,France,19e5,6e3,33e5,71,71,74,71,69,74,42,48,1,3
201346,L. Boyce,Burton Albion,26,184,75,Northern Ireland,29e5,1e4,56e5,71,73,71,72,52,67,27,78,1,3
207746,S. Yago,Toulouse FC,24,180,77,Burkina Faso,26e5,16e3,55e5,71,76,70,40,58,66,73,76,1,2
230530,Hugo Rubiães,Cruzeiro,33,175,75,Brazil,95e4,18e3,18e5,71,71,69,61,61,70,71,66,1,2
177282,Yannick Djaló,Vitória Setúbal,31,171,62,Portugal,21e5,7e3,44e5,71,71,88,70,63,75,34,44,2,4
223875,Y. Bammou,FC Nantes,25,188,78,Morocco,29e5,17e3,61e5,71,73,64,70,68,71,45,73,1,3
230019,V. Nsimba,Bourg en Bresse Péronnas 01,23,167,67,DR Congo,28e5,4e3,55e5,71,78,88,59,61,68,69,73,1,2
230275,Emerson Avintes,Cruzeiro,25,177,71,Brazil,26e5,19e3,49e5,71,71,57,70,71,71,25,62,1,3
205188,R. Alioui,Nîmes Olympique,25,186,82,Morocco,31e5,5e3,57e5,71,75,78,69,59,68,22,71,1,3
164484,J. Dahlin,Malmö FF,30,191,90,Sweden,15e5,4e3,2e6,71,71,68,67,71,73,37,70,1,1
236164,Martin Cordeia,Cruzeiro,33,181,76,Brazil,14e5,2e4,27e5,71,71,52,70,74,69,32,67,1,3
183940,V. Anita,Leeds United,28,168,65,Netherlands,19e5,23e3,36e5,71,71,73,54,66,74,68,72,2,3
176773,D. Larsson,Akhisar Belediyespor,30,175,79,Sweden,22e5,13e3,45e5,71,71,89,67,63,71,34,72,1,2
187013,O. Alanís,Guadalajara,28,186,75,Mexico,19e5,33e3,33e5,71,71,51,47,63,59,74,64,1,2
189573,Guarrotxena,C.D. Leonesa S.A.D.,24,177,66,Spain,34e5,7e3,59e5,71,78,78,69,68,70,57,72,1,2
199302,Santos,Suwon Samsung Bluewings,31,165,64,Brazil,21e5,7e3,27e5,71,71,83,70,66,72,40,62,1,3
202374,E. Asante,FC Nordsjælland,28,171,69,Ghana,24e5,13e3,3e6,71,71,95,62,61,71,47,57,1,2
176007,H. Kage,KV Kortrijk,27,177,81,DR Congo,25e5,11e3,37e5,71,71,78,65,64,77,58,68,1,3
204936,J. Egan,Brentford,24,188,72,Republic of Ireland,27e5,23e3,53e5,71,76,70,49,53,61,69,75,1,2
178312,D. Bassi,La Spezia,32,190,82,Italy,14e5,3e3,22e5,71,71,70,65,60,74,37,74,1,1
175753,C. Bolaños,Vancouver Whitecaps FC,33,175,70,Costa Rica,14e5,7e3,22e5,71,71,69,65,70,73,34,61,2,4
177802,M. Costanzo,FC Thun,29,179,74,Switzerland,23e5,12e3,34e5,71,71,63,69,66,70,53,62,1,3
205451,B. Röcker,Brøndby IF,27,197,90,Germany,22e5,13e3,31e5,71,72,42,31,44,39,71,76,1,2
228748,F. Fernández,CD America de Cali,25,185,84,Paraguay,31e5,41e3,NA,71,75,68,68,53,68,22,60,1,2
184972,Nílton,Vissel Kobe,30,185,88,Brazil,18e5,5e3,22e5,71,71,58,71,69,64,70,82,1,2
221582,J. Palacios,CD Los Millionarios Bogota,27,178,72,Colombia,22e5,4e3,32e5,71,72,86,53,59,66,66,74,1,2
224142,C. Henao,Independiente Santa Fe,28,187,85,Colombia,22e5,4e3,32e5,71,72,52,48,41,44,73,78,1,2
120718,F. Coltorti,RB Leipzig,36,197,95,Switzerland,325e3,17e3,553e3,71,71,67,72,67,72,31,73,1,1
137359,C. Lepoint,KV Kortrijk,32,189,84,Belgium,18e5,11e3,27e5,71,71,54,68,64,61,69,84,1,2
214671,R. Gómez,Deportivo Toluca,24,168,65,Argentina,3e6,11e3,53e5,71,74,85,68,67,74,49,57,1,3
150415,M. Caligiuri,SpVgg Greuther Fürth,33,180,75,Germany,95e4,9e3,15e5,71,71,66,56,65,65,71,71,1,2
231823,J. Hoogma,TSG 1899 Hoffenheim,19,190,81,Netherlands,4e6,11e3,92e5,71,84,67,29,51,56,71,71,1,2
236175,Marlion Rolim,Fluminense Football Club,25,175,70,Brazil,26e5,24e3,49e5,71,71,67,66,65,69,56,54,1,3
211856,K. Akpoguma,TSG 1899 Hoffenheim,22,192,85,Germany,33e5,18e3,63e5,71,81,74,48,52,60,70,72,1,2
199569,E. Torres,Houston Dynamo,24,183,81,Mexico,31e5,6e3,48e5,71,74,70,73,66,69,35,71,1,3
210321,R. Quioto,Houston Dynamo,25,180,78,Honduras,28e5,7e3,44e5,71,72,84,67,63,72,23,69,1,3
199058,S. Tkachev,Arsenal Tula,28,184,80,Russia,24e5,3e4,NA,71,71,72,72,68,71,33,64,1,3
204690,P. Hosiner,1. FC Union Berlin,28,179,79,Austria,24e5,25e3,39e5,71,71,81,68,57,71,21,59,1,3
231826,Y. Karamoh,Inter,18,185,77,France,49e5,11e3,NA,71,85,82,68,64,73,28,63,1,3
234898,S. Chernik,AS Nancy Lorraine,29,187,84,Belarus,16e5,5e3,29e5,71,71,70,70,67,76,19,70,1,1
152723,L. Rosenior,Brighton & Hove Albion,32,178,77,England,13e5,29e3,26e5,71,71,69,52,59,69,71,67,1,3
220051,M. Miloš,Lechia Gdańsk,24,175,70,Croatia,26e5,7e3,NA,71,75,75,53,63,73,65,72,1,2
231571,J. Lucumi,Atletico Nacional Medellin,22,177,69,Colombia,38e5,4e3,61e5,71,81,81,67,62,74,23,56,1,3
176019,T. Matton,KAA Gent,31,178,73,Belgium,21e5,15e3,31e5,71,71,60,69,71,72,38,59,1,3
188563,Alan Baró,Central Coast Mariners,32,180,72,Spain,14e5,3e3,17e5,71,71,65,48,49,42,71,84,1,2
211348,S. Dimitrievski,Gimnàstic de Tarragona,23,188,81,FYR Macedonia,28e5,5e3,5e6,71,80,72,70,67,71,37,72,1,1
227732,A. Donis,VfB Stuttgart,20,178,77,Greece,4099999.9999999995,15e3,8300000.000000001,71,82,78,70,55,75,25,65,1,3
230292,Eltildo Bessa,Fluminense Football Club,33,165,62,Brazil,15e5,27e3,28e5,71,71,85,68,56,77,30,45,1,4
209301,M. Poundjé,Girondins de Bordeaux,24,180,74,France,25e5,21e3,49e5,71,74,82,34,63,71,68,67,1,3
180629,V. Procházka,Osmanlıspor,33,185,82,Czech Republic,95e4,12e3,19e5,71,71,63,62,59,62,73,70,1,2
222358,O. Barreto,Rio Ave FC,24,173,68,Colombia,32e5,4e3,NA,71,76,76,66,64,75,19,49,1,4
190614,D. Álvarez,La Equidad,35,173,70,Colombia,11e5,2e3,15e5,71,71,65,70,61,69,29,60,1,3
190870,J. Boye,Medicana Sivasspor,30,185,72,Ghana,18e5,1e4,35e5,71,71,65,33,55,57,69,76,1,2
199319,A. Elek,NA,28,193,91,Hungary,0,0,NA,71,71,64,65,64,62,68,82,1,2
203159,T. Kister,SV Sandhausen,30,193,93,Germany,18e5,5e3,27e5,71,71,59,29,44,39,70,77,1,2
226711,N. Omladič,SpVgg Greuther Fürth,27,180,72,Slovenia,25e5,1e4,4e6,71,71,75,56,71,75,46,61,1,3
176023,Nano,UD Almería,32,182,73,Spain,13e5,7e3,21e5,71,71,78,60,72,68,67,72,1,3
195479,J. Tavernier,Rangers,25,182,75,England,24e5,3e4,46e5,71,74,83,62,65,69,66,73,1,3
201368,K. McLean,Aberdeen,25,183,70,Scotland,29e5,7e3,53e5,71,73,74,69,66,70,51,69,1,3
203672,C. Galano,Bari,26,170,69,Italy,28e5,5e3,47e5,71,72,92,64,66,74,16,73,1,3
212120,M. Heylen,SV Zulte-Waregem,23,187,82,Belgium,27e5,9e3,42e5,71,76,54,37,56,47,70,72,1,2
212632,W. Dutoit,KV Oostende,28,182,78,France,2e6,9e3,31e5,71,73,72,67,66,73,46,69,1,1
165784,D. Bottinelli,CD America de Cali,30,167,67,Argentina,22e5,2e3,3e6,71,71,57,66,73,71,34,66,1,3
178584,A. Pearce,Derby County,28,188,85,Republic of Ireland,19e5,35e3,36e5,71,71,41,26,42,42,71,79,1,2
199833,L. Unnerstall,VVV-Venlo,26,198,104,Germany,2e6,7e3,3e6,71,73,69,71,64,72,33,69,1,1
203161,M. Franke,Norwich City,24,193,90,Germany,27e5,2e4,53e5,71,76,50,31,45,46,71,76,1,2
237209,M. Mitrović,Beşiktaş JK,23,187,85,Croatia,28e5,24e3,58e5,71,77,53,50,54,59,69,77,1,2
187033,S. Morrison,Cardiff City,26,194,84,England,25e5,19e3,49e5,71,74,52,29,42,48,69,78,1,2
188825,A. Kashi,Charlton Athletic,28,178,76,Algeria,19e5,1e4,34e5,71,71,59,37,60,57,68,78,1,2
189849,M. El Kabir,Antalyaspor,28,174,84,Morocco,24e5,15e3,49e5,71,71,71,70,63,71,27,75,1,4
198810,B. Wright,Bristol City,24,184,79,Australia,28e5,23e3,58e5,71,77,66,39,48,56,70,78,1,2
228762,G. Troupée,FC Utrecht,19,175,65,Netherlands,32e5,4e3,54e5,71,81,79,49,63,73,66,71,1,2
232090,G. Aburjania,Sevilla Atlético,22,185,78,Georgia,36e5,4e3,62e5,71,82,65,57,69,69,66,71,1,3
190362,T. Pukki,Brøndby IF,27,180,79,Finland,28e5,16e3,38e5,71,72,80,68,51,72,24,66,1,3
192922,O. Jiménez,Club América,28,182,80,Mexico,17e5,27e3,28e5,71,71,74,68,68,72,33,71,1,1
226203,J. Jones,Seattle Sounders FC,25,180,73,Trinidad & Tobago,24e5,6e3,39e5,71,74,84,58,72,73,64,73,1,3
235675,M. García,CA Osasuna,20,169,65,Argentina,42e5,11e3,NA,71,83,72,67,65,77,24,42,1,4
173467,V. Kavlak,Beşiktaş JK,28,178,68,Austria,19e5,3e4,36e5,71,71,65,69,67,70,69,69,1,2
180635,T. Elphick,Aston Villa,29,187,86,England,18e5,24e3,35e5,71,71,40,37,51,56,71,74,1,2
223388,A. Sukhov,FC Ufa,31,174,71,Russia,16e5,18e3,25e5,71,71,77,33,63,66,69,62,1,2
235164,L. Mora,Ferrara (SPAL),29,183,79,Italy,23e5,11e3,4099999.9999999995,71,71,64,64,72,68,59,65,1,2
181404,L. Mabiala,Portland Timbers,29,189,80,DR Congo,18e5,6e3,28e5,71,71,38,42,53,51,70,71,1,2
157597,N. Kranjčar,Rangers,32,185,75,Croatia,18e5,35e3,32e5,71,71,57,67,77,72,37,57,2,4
236189,Túlio Sandoiro,Botafogo de Futebol e Regatas,33,186,82,Brazil,15e5,15e3,28e5,71,71,64,71,62,73,37,71,1,3
51101,M. Domizzi,F.B.C. Unione Venezia,37,185,80,Italy,325e3,3e3,504e3,71,71,37,51,47,44,73,66,2,2
164766,L. Wallace,Rangers,29,185,75,Scotland,18e5,33e3,32e5,71,71,76,51,60,67,68,79,1,2
52126,F. Balmont,Dijon FCO,37,168,72,France,75e4,1e4,15e5,71,71,47,64,71,69,71,69,2,2
194718,A. Baby,Sporting Charleroi,28,183,75,Senegal,24e5,12e3,36e5,71,71,86,62,64,70,61,75,1,3
225951,D. Bouanga,FC Lorient,22,180,71,Gabon,36e5,6e3,73e5,71,80,77,71,66,73,22,63,1,3
176031,Pereirinha,CF Os Belenenses,29,174,67,Portugal,18e5,6e3,38e5,71,71,78,59,61,72,68,68,1,3
199584,M. Kieftenbeld,Birmingham City,27,179,78,Netherlands,22e5,19e3,44e5,71,72,69,66,66,67,68,76,1,2
225440,C. Embalo,Palermo,22,175,74,Guinea Bissau,35e5,3e3,63e5,71,79,90,60,61,74,16,61,1,3
230560,A. Issoko,Vitória Setúbal,25,185,79,DR Congo,24e5,6e3,51e5,71,73,92,65,60,71,64,74,1,3
205985,I. Kiese Thelin,Waasland-Beveren,25,188,82,Sweden,3e6,17e3,NA,71,74,55,67,62,65,30,78,1,3
209569,H. Al Moqahwi,Al Ahli,29,173,65,Saudi Arabia,23e5,27e3,39e5,71,71,60,65,71,72,63,70,1,3
225441,K. Palmer,Huddersfield Town,20,175,68,England,38e5,48e3,NA,71,81,76,66,67,74,47,61,1,3
232097,A. Harit,FC Schalke 04,20,179,66,Morocco,42e5,19e3,81e5,71,83,75,56,70,81,33,39,1,4
190113,M. Günok,İstanbul Başakşehir FK,28,196,92,Turkey,19e5,14e3,38e5,71,72,70,69,68,72,56,71,1,1
193185,S. Malone,Huddersfield Town,26,189,75,England,23e5,29e3,48e5,71,73,76,62,63,69,67,73,1,2
193953,A. Camara,En Avant de Guingamp,27,178,71,Guinea,25e5,18e3,5e6,71,71,91,67,65,73,29,69,1,3
232610,T. Asano,VfB Stuttgart,22,173,71,Japan,35e5,5e4,NA,71,79,92,62,58,75,22,63,1,3
182178,G. Berardi,Leeds United,28,179,72,Switzerland,19e5,23e3,36e5,71,71,76,39,60,62,70,77,1,2
204451,K. Günter,Galatasaray SK,22,185,79,Turkey,28e5,28e3,6e6,71,78,66,31,56,58,71,71,1,2
207523,S. Medojević,Eintracht Frankfurt,26,182,77,Serbia,25e5,17e3,44e5,71,74,66,47,63,65,71,74,2,2
232099,M. Grujić,Liverpool,21,191,82,Serbia,5e6,45e3,126e5,71,85,67,68,67,67,69,77,1,2
240035,N. Albiach,Sparta Praha,24,187,84,Spain,33e5,1e3,79e5,71,77,78,65,64,79,21,69,1,4
179875,D. N'Doye,Trabzonspor,32,186,81,Senegal,19e5,23e3,36e5,71,71,74,70,58,69,39,77,2,3
209828,Carlinhos,Standard de Liège,23,180,75,Brazil,35e5,1e4,59e5,71,79,74,64,67,74,41,69,1,3
214436,P. Díaz,San Lorenzo de Almagro,22,180,70,Chile,31e5,12e3,53e5,71,80,81,38,60,59,70,70,1,2
152741,M. Williamson,Oxford United,33,194,92,England,95e4,8e3,17e5,71,71,38,36,53,43,72,73,1,2
160165,E. Elgueta,CD Huachipato,33,175,75,Chile,95e4,6e3,13e5,71,71,69,61,61,70,71,66,1,2
237989,S. Hanca,NA,25,182,76,Romania,0,0,NA,71,74,77,61,68,71,62,64,1,3
213414,W. Troost-Ekong,Bursaspor,23,191,82,Nigeria,27e5,1e4,56e5,71,76,70,27,40,36,71,76,1,2
219814,S. Klaiber,FC Utrecht,22,184,76,Netherlands,26e5,7e3,4e6,71,75,75,59,64,63,69,77,1,2
224422,J. Boga,Birmingham City,20,172,68,Ivory Coast,38e5,48e3,NA,71,81,81,70,66,75,43,65,1,3
50598,D. Bent,Derby County,33,180,73,England,15e5,4e4,28e5,71,71,68,72,52,65,26,58,2,3
201895,D. Fagundez,New England Revolution,22,173,57,Uruguay,32e5,6e3,5e6,71,76,80,68,64,76,41,58,1,4
160167,R. Peradezes,CD Universidad de Concepción,33,188,83,Chile,12e5,3e3,17e5,71,71,61,73,69,70,16,73,1,1
